ResponseId,country,hate_definition,translated_hate_definition,translated_hate_definition_cleaned
R_3EtEU3Fadrmg1iE,pol,"Nie ma czegoś takiego jak mowa nienawiści. Można być złym i wrednym człowiekiem, ale określenie ""mowy nienawiści"" to upolityczniony buzzword oznaczający wszystko co jest niewygodne dla partii.","There is no such thing as hate speech.You can be a bad and mean man, but the term ""hate speech"" is the politicized buzzword meaning everything that is uncomfortable for the party.","There is no such thing as hate speech.You can be a bad and mean man, but the term ""hate speech"" is the politicized buzzword meaning everything that is uncomfortable for the party."
R_3iyTB8Wj6yJKEZN,pol,"Mowa nienawiści - Sytuacja, w której użytkownik (Najczęściej lewak) obraża ludzi oraz ich poglądy. Często również sam jest hipokrytą.",Hate speech - a situation in which the user (usually leftist) offends people and their views.He is also often a hypocrite himself.,Hate speech - a situation in which the user (usually leftist) offends people and their views.He is also often a hypocrite himself.
R_2DUmTV7cdFNEUFz,pol,Mowa nienawiści to OSOBISTE (podpisane prawdziwym imieniem i nazwiskiem) groźby wymierzone precyzyjnie w jedną konkretną osobę,Hate speech is personal (signed with the real name) threats aimed at one specific person precisely,Hate speech is personal (signed with the real name) threats aimed at one specific person precisely
R_3oQQrAcCNHRs7Lr,pol,"Nawoływanie do przemocy wobec konkretnych osób czy grup, a także przemoc psychiczna i znieważanie osób i ich cech (ale nie zachowań)","Calling for violence against specific people or groups, as well as mental violence and insulting people and their features (but not behavior)","Calling for violence against specific people or groups, as well as mental violence and insulting people and their features (but not behavior)"
R_3ENoigllIvSeE8r,pol,"Mowa nienawiści jest to zbyt popularne określenie które służy wszystkiemu i walką z religią. Warto zauważyć, że w podanych przykładach to właśnie ,, prawicowcy"" mieli źle odpowiedzi, a lewicowcy te dobre. To lewica była ofiarą. Żeby mówić o mówię nienawiści, trzeba podkreślić, że często lewica też atakuje prawicę ,,szkoda, że cię ktoś nie wyskrobał"". Tak tylko wspominam w ramach sprawiedliwości. Mowa nienawiści to według mnie nawoływanie do fizycznej i psychicznej agresji przeciwko jednostkom/grupom oraz ich obrażanie. To także zakłamanie światła z OBYDWU stron. To nie dotyczy mniejszości, ani większości. To dotyczy wszystkich bez wyjątku.","Hate speech is a too popular term that serves everything and the fight against religion.It is worth noting that in the examples it was ""right -wingers"" that had bad answers, and the leftists were good. It was the left. It was the left. It was a victim. To talk about hatred, it should be emphasized that the left also often attacks the right, ""it's a pity that someone doesn'tHe scraped out. ""I just remember as part of justice.In my opinion, hate speech is a call to physical and mental aggression against individuals/groups and insulting them.It is also a hypocrisy of light from both sides.This does not apply to minorities or most.This applies to everyone without exception.","Hate speech is a too popular term that serves everything and the fight against religion.It is worth noting that in the examples it was ""right -wingers"" that had bad answers, and the leftists were good. It was the left. It was the left. It was a victim. To talk about hatred, it should be emphasized that the left also often attacks the right, ""it's a pity that someone doesn'tHe scraped out. ""I just remember as part of justice.In my opinion, hate speech is a call to physical and mental aggression against individuals/groups and insulting them.It is also a hypocrisy of light from both sides.This does not apply to minorities or most.This applies to everyone without exception."
R_2zpxNTKcSMmt2E7,pol,"Nawoływanie do przemocy, ograniczenia wolności lub grożenie przemocą lub innymi wymiernymi działaniami.","Calling to violence, restriction of liberty or threatening with violence or other measurable activities.","Calling to violence, restriction of liberty or threatening with violence or other measurable activities."
R_2PqiR30hPRw49BC,pol,"Całkowita próba zniszczenia osoby lub ich twórczości,nadmierny język wulgarny co słowo lub w skrócie bardzo skrajna nienawiść do osoby(groźby)","Total attempt to destroy a person or their work, excessive vulgar language every word or in a nutshell very extreme hatred of a person (threats)","Total attempt to destroy a person or their work, excessive vulgar language every word or in a nutshell very extreme hatred of a person (threats)"
R_3nkmr5L15azOOdc,pol,Myśle o mowie nienawiści jako aktywnym mówieniu osobie treści które proponują mu samookaleczenie bądź samobójstwo,I think about hate speech as an active speaking person content that they offer self -mutilation or suicide,I think about hate speech as an active speaking person content that they offer self -mutilation or suicide
R_SJG6vlmdr6Epo3L,pol,Jako wymysł lewaków by wprowadzać ograniczanie wolności słowa. Podejście wzięte wprost z totalitarnych ideologii.,As an invention of leftists to introduce limitations of freedom of speech.The approach taken straight from totalitarian ideologies.,As an invention of leftists to introduce limitations of freedom of speech.The approach taken straight from totalitarian ideologies.
R_33eZaYqd0z4DShC,pol,"Obrażanie innych za ich poglądy, nawoływanie do przemocy, promowanie faszyzmu i dewiacji seksualnych (pedofilia, zoofilia).","Offending others for their views, calling for violence, promoting fascism and sexual deviations (pedophilia, zoophilia).","Offending others for their views, calling for violence, promoting fascism and sexual deviations (pedophilia, zoophilia)."
R_8v9BKD4D3jK4hDH,pol,"Mówienie kobietom wychowującym dzieci, że są leniwymi krowami którym się robić nie chce i kurami domowymi to promowana aktualnie przez zarządców świata mowa nienawiści, akceptowana przez Facebook i innych. Ta mowa nienawiści jest przedstawiana jako mowa z miłości do biednych kobiet uciskanych przez macierzyństwo , żeby porzuciły te niemodne i obrzydliwe zajęcia. A zaludnienie się zmniejszy....tylko nie rodźcie tych dzieci.","Telling women raising children that they are lazy cows who do not want to do and home chickens are hate speech currently promoted by world managers, accepted by Facebook and others.This hate speech is presented as a speech for the love of poor women oppressed by motherhood, so that they abandon these unfashionable and disgusting classes.And the population will decrease .... but don't ride these children.","Telling women raising children that they are lazy cows who do not want to do and home chickens are hate speech currently promoted by world managers, accepted by Facebook and others.This hate speech is presented as a speech for the love of poor women oppressed by motherhood, so that they abandon these unfashionable and disgusting classes.And the population will decrease .... but don't ride these children."
R_1LMsDRSkHcij999,pol,"Nawoływanie do przemocy, wyzywanie, odwoływanie się do np fizycznych cech danej osoby w sposób obraźliwy , grożenie","Calling to violence, challenging, referring to, for example, the physical characteristics of a person in an offensive way, threatening","Calling to violence, challenging, referring to, for example, the physical characteristics of a person in an offensive way, threatening"
R_vxdoJVoIdnwBWTf,pol,"Obraźliwe i wulgarne wyzwiska, groźby śmierci, pobicia skierowane w konkretną osobę czy grupę, proponowanie rozwiązań siłowych.","Excluded and vulgar insults, death threats, beating directed at a specific person or group, proposing force solutions.","Excluded and vulgar insults, death threats, beating directed at a specific person or group, proposing force solutions."
R_3Mmwx3ucdWEwGEt,pol,"Groźby przemocy, czarno-biała wizja świata, ale trudno jest to zdefiniować, gdzie kończy się zwykła bezmyślność a zaczyna nienawiść..","Threats of violence, a black and white vision of the world, but it is difficult to define where the usual thoughtlessness ends and the hatred begins ...","Threats of violence, a black and white vision of the world, but it is difficult to define where the usual thoughtlessness ends and the hatred begins ..."
R_AGPr3zz07H6rWjn,pol,"Dla mnie mową nienawiści jest każde podżeganie do wyrządzenia komuś krzywdy. Każdy ma swoje zdanie, na dane tematy i nie powinno zabraniać się wypowiadania w każdej kwestii, a druga strona powinna w inteligentny sposil9b przedstawić swoje racje","For me, hate speech is every incitement to hurt someone.Everyone has their own opinion, on a given topics and should not prohibit the speech on every issue, and the other party should in an intelligent way 9b present their arguments","For me, hate speech is every incitement to hurt someone.Everyone has their own opinion, on a given topics and should not prohibit the speech on every issue, and the other party should in an intelligent way 9b present their arguments"
R_2b3gAXYxeEbxHPK,idn,"Menyerang dan mengancam secara fisik, SARA dan pandangan politik","Attack and threaten physically, SARA and political views","Attack and threaten physically, SARA and political views"
R_1Cvlu7N7INLR50V,idn,Hal yg menyakitkan,The painful thing,The painful thing
R_2txmsjQw1c3pHew,idn,Membuat orang lain terprovokasi,Make other people provoked,Make other people provoked
R_3sBOfVS5LYBJePq,idn,Ungkapan kebencian terhadap individu / Kelompok,Expressions of hatred towards individuals / groups,Expressions of hatred towards individuals / groups
R_1roA7VANwRyhMH5,idn,"Ujaran kebencian adalah pernyataan yang menjatuhkan suku, ras, agama tertentu","Utterance of hatred is a statement that drops ethnicity, race, certain religion","Utterance of hatred is a statement that drops ethnicity, race, certain religion"
R_3rP4Qd5cVAYPr6k,idn,Semua orang bebas berpendapat. Selama tidak merugikan orang lain,Everyone is free to argue.As long as it does not harm others,Everyone is free to argue.As long as it does not harm others
R_3nip2pOP0q51XBj,idn,Merendahkan martabat pihak lain,Degrading the dignity of the other,Degrading the dignity of the other
R_3nDzseRHfinqSs0,idn,Ungkapan anti terhadap keyakinan orang lain,Anti -expressions of other people's beliefs,Anti -expressions of other people's beliefs
R_UXuUyKALmE9mOfT,idn,"Ujaran kebencian itu sederhana: 1. menyinggung SARA, 2. Menyerang personal.","The hate speech is simple: 1. offending SARA, 2. Attacking Personal.","The hate speech is simple: 1. offending SARA, 2. Attacking Personal."
R_239wS245kaGvR8k,idn,Suatu tulisan yang mengancam dan menghina orang,A writing that threatens and insults people,A writing that threatens and insults people
R_3p9fKdgmTFghJ6k,idn,merupakn kebebasan yang harus dibatasi,is the freedom that must be limited,is the freedom that must be limited
R_3qmlZsQZL535192,idn,No comment,No comment,No comment
R_O26ZnRZIQDTBSOB,idn,Menurut saya ujaran kebencian sifatnya subyektif,In my opinion the utterance of hatred is subjective,In my opinion the utterance of hatred is subjective
R_3FUQzkDajVC8Tjy,idn,Tidak,No,No
R_1eUZr87dNhK2nJu,idn,Ujaran kebencian adalah ujaran yang ofensif & bisa mengancam keselamatan,Hate speech is an offensive utterance and can threaten safety,Hate speech is an offensive utterance and can threaten safety
R_33gw8lywNwRQWtn,idn,"Ujaran yg sifatnya menyerang, prejudice, menstrereo type, mendefinisikan scr negatif,","The utterances that are attacking, prejudice, mentereotype, negatively define,","The utterances that are attacking, prejudice, mentereotype, negatively define,"
R_2BwUqLhxI2cLLIq,idn,"Jangankan manusia, ikan pun akan terhindar dari masalah jika ia mampu menjaga mulutnya","Let alone humans, fish will avoid problems if they are able to protect their mouths","Let alone humans, fish will avoid problems if they are able to protect their mouths"
R_2dSyZsO3klNMgqP,idn,None,None,None
R_1gHezd38TVa70d9,idn,....,....,....
R_81FHfwndpjsOHlL,idn,Menurut saya ujaran kebencian seperti menghasut orang lain untuk tidak menyukai nya,I think the words of hatred are like inciting others to dislike him,I think the words of hatred are like inciting others to dislike him
R_1r2ZAoimOSgL2eR,idn,Seorang tersebut memaksakan pikirannya atau pendapatnya demi mendapatkan perhatian yang tidak perlu,The person forces his mind or opinion to get unnecessary attention,The person forces his mind or opinion to get unnecessary attention
R_31hdqYoHcE619C7,idn,Ujaran yang ditujukan kesuatu pihak yang bersifat meredahkan atau menghina,Utterances addressed to a party that is dedicating or insulting,Utterances addressed to a party that is dedicating or insulting
R_2Pb3zziRv2e5nnd,idn,Sebuah komentar atau postingan yang seakan mengajak orang lain untuk menyudutkan salah satu pihak,A comment or post that seems to invite others to corner one of the parties,A comment or post that seems to invite others to corner one of the parties
R_bdBvuEqaunKXryN,idn,Yg menyangkut sara,Which concerns SARA,Which concerns SARA
R_8vHENviN2gSg8PD,idn,Yang mengungkapkan rasa benci terhadap orang lain,Who expresses hatred towards others,Who expresses hatred towards others
R_1Qc642OxLa5jmba,idn,"Ujaran yang menyakitkan, menghina seseorang atau sekelompok tanpa pembuktian yang real","Painful utterances, insulting a person or group without real proof","Painful utterances, insulting a person or group without real proof"
R_232H3lQnZACv3MB,idn,Menyakiti hati orang lain,Hurt the hearts of others,Hurt the hearts of others
R_3Ev80AMDE46VWcX,idn,"Postingan yg mencacimaki org.
Postingan yg merendakan org dan golongan.
","Posts that are cursing org.
Posts that demean people and groups.",Posts that are cursing org. Posts that demean people and groups.
R_2QR58ZvspROgS6n,idn,Ujaran kebencian adalah perspektif personal yang tidak perlu diumbar di medsos,Hate utterances are personal perspectives that do not need to be discussed in social media,Hate utterances are personal perspectives that do not need to be discussed in social media
R_12tfLbohUGzZBw0,idn,Ujaran kebencian itu mengutarakan ketidak sukaan terhadap sesuatu,The utterance of hatred expressed dislike of something,The utterance of hatred expressed dislike of something
R_10ZQiBl9ZCysOEg,idn,Ungkapan tidak setuju yang dikatakan tanpa memperhatikan perasaan lawan bicara,Expressions of disagreement that are said without paying attention to the feelings of the other person,Expressions of disagreement that are said without paying attention to the feelings of the other person
R_2pRd1HRK9Cj4jdc,idn,Ujaran yg membuat orang tdk nyaman,Utterances that make people uncomfortable,Utterances that make people uncomfortable
R_72jpZUSuIRnVIbv,idn,Ujaran kebencian menurut saya lebih spesifik denganasalah teror yang langsung ke pribadi korban,I think hate speech is more specific with the terror that is directly to the victim's personality,I think hate speech is more specific with the terror that is directly to the victim's personality
R_2yrcqU0DEozIolY,idn,Ucapan yang membuat orang yang diajak bicara menjadi membenci orang lain,Greetings that make the person being spoken to to hate others,Greetings that make the person being spoken to to hate others
R_wRejKHVPI5Tyng5,idn,Ujaran kebencian pendapat yang bisa menimbulkan ricuh dari berbagai pihak maupun pribadi,Expressions of opinion that can cause chaos from various parties and personalities,Expressions of opinion that can cause chaos from various parties and personalities
R_12GrU3JnyFl6wAk,idn,Mereka mungkin jarang bersosialisasi sehingga media sosial dijadikan tempat beragumen,They may rarely socialize so that social media is used as a place,They may rarely socialize so that social media is used as a place
R_30pCI6xkSGFTi8h,idn,Ujaran yg dapat menyinggung hak dasar manusia,Utterances that can offend human rights,Utterances that can offend human rights
R_3Kra5CnUCyFxSyS,idn,Ujaran kebencian itu terlalu vulgar sebaiknya di filter oleh pengelola biar tidak berlarut-larut,The hate speech is too vulgar should be filtered by the manager so that it does not drag on,The hate speech is too vulgar should be filtered by the manager so that it does not drag on
R_1NwvsED6tlf9hjd,idn,Ujaran yang bersifat menyerang atau menjelek-jelekkan kelompok/golongan tertentu.,Utterances that are attacking or vilifying certain groups/groups.,Utterances that are attacking or vilifying certain groups/groups.
R_2B9AbbOoILBVvsK,idn,menghina atau merendahkan suku/agama/ras/bahasa sgala perbedaan yang Tuhan ciptakan,insulting or demeaning tribes/religions/races/language of the differences that God created,insulting or demeaning tribes/religions/races/language of the differences that God created
R_2Y5kfnYCv7lnDyc,idn,Sangat jahat,Very evil,Very evil
R_2sTrKyRB4jZ5Ivs,idn,memaki dan mencaci orang lain/kelompok lain yang berseberangan,cursing and berating other people/other opposite groups,cursing and berating other people/other opposite groups
R_3JxUr7i1u5sgTQf,idn,Sangat tidak suka,Very disliked,Very disliked
R_1pKyKWAkkusHHvM,idn,"Mengajak seseorang membenci hal yang benar sesuai adab, etika dan agama","Invite someone to hate the right things according to adab, ethics and religion","Invite someone to hate the right things according to adab, ethics and religion"
R_W7h8YbUlmjcKUQp,idn,Perkataan yang kasar dengan maksud merendahkan orang Lain,Rough words with the meaning of degrading others,Rough words with the meaning of degrading others
R_2S0QtslbVlVp6Xi,idn,Menghina kaum tertentu atau golongan tertentu dengan bahasa yang kasar atau tidak seharusnya,Insulting certain people or certain groups with rough language or should not be,Insulting certain people or certain groups with rough language or should not be
R_O0CAyFDn5t654pb,idn,Ujaran yang menyinggung peraturan agama Islam,A word that offends the rules of Islam,A word that offends the rules of Islam
R_vAGN7udOGSF240N,idn,ujaran kebencian adalah perlakuan seseorang untuk menjelekkan nama baik orang lain,The words of hatred is a person's behavior to raise the reputation of others,The words of hatred is a person's behavior to raise the reputation of others
R_3PFxqtlglNJGHW4,idn,Menyalahkan orang lain,Blame others,Blame others
R_22nTrCGbZSXKB0F,idn,Tergantung dari seseorang menyikapinya,Depending on someone reacting to it,Depending on someone reacting to it
R_3stsmv0H0okY5fp,idn,Ujaran kebencian adalah kata yg keluar dari mulut org yg tdk punya hati nurani utk mencoba  mempengaruhi org lain agar mengikuti atau sependapat dengannya utk membenci kebenaran,Hatting utterances are words that come out of the mouth of people who do not have a conscience to try to influence other people to follow or agree with them to hate the truth,Hatting utterances are words that come out of the mouth of people who do not have a conscience to try to influence other people to follow or agree with them to hate the truth
R_3qyPN4OsWHWRDa3,idn,"Ujaran kebencian adalah semua ujaran yang menghina, mendiskriminasikan & mendorong orang untuk melakukan tindak kekerasan karena perbedaan etnis, religi, ras, afiliasi seksual, kelas sosial, pendidikkan, gender, bentuk tubuh, afiliasi politik bahkan usia","Hatting utterances are all utterances that insult, discriminate & encourage people to commit acts of violence due to ethnic, religious, racial, sexual affiliate, social class, gender, body -form, political affiliates, political affiliations, political affiliation, political affiliation","Hatting utterances are all utterances that insult, discriminate & encourage people to commit acts of violence due to ethnic, religious, racial, sexual affiliate, social class, gender, body -form, political affiliates, political affiliations, political affiliation, political affiliation"
R_1jwjzBnI5Ml1Yht,idn,"Ujaran kebencian : berpengaruh  pada  karakter pribadi masing masing  orang dan kurangnya pemahaman informasi yg diterima setiap pribadi orang.  Pergaulan dan lingkungan sehari hari juga berperan ,sehingga tidak bisa memunculkan pola pikir dan pembicaraan yg bijaksana disetiap pribadi orang.","Hate utterances: affect the personal character of each person and the lack of understanding of information received by each person.Association and daily environment also play a role, so it cannot bring up the mindset and wise conversation in every person.","Hate utterances: affect the personal character of each person and the lack of understanding of information received by each person.Association and daily environment also play a role, so it cannot bring up the mindset and wise conversation in every person."
R_AiHnjup1eRN7FQd,idn,"Ujaran yg menyerang suku, agama, ras, antar golongan dan status seseorang seperti bentuk fisik, status sosial dll, tetapi dengan alasan kebenaran dan fakta ujaran kebencian kadang2/ssekali diperlukan/diperbolehkan dengan syarat2 tertentu.","Utitions that attack tribes, religion, race, between groups and status of a person such as physical form, social status etc., but for reasons of truth and facts utterances of hate sometimes/sternalty are needed/allowed with certain conditions.","Utitions that attack tribes, religion, race, between groups and status of a person such as physical form, social status etc., but for reasons of truth and facts utterances of hate sometimes/sternalty are needed/allowed with certain conditions."
R_1EhdjKdLtrbyHan,idn,Ujuran yang mengandung unsur penghinaan dan penghasutan untuk memusuhi suatu kelompok secara berlebihan.,Measures containing elements of insult and incitement to overreact a group.,Measures containing elements of insult and incitement to overreact a group.
R_CghB8mQp0SVLRQZ,idn,"ujaran kebencian itu seperti menghujat, atau orng yg mengatakan kebencian itu pemikirannya pendek, krna dia tdk berpikir panjang sebelum berkomentar","The utterance of hatred is like blaspheming, or people who say hatred is short, because he doesn't think long before commenting","The utterance of hatred is like blaspheming, or people who say hatred is short, because he doesn't think long before commenting"
R_3Jt1NgZKPCpkKFt,idn,"Ujaran kebencian adalah ujaran yang ditujukan dan dimaksudkan untuk menyerang, merugikan, dan fitnah terhadap orang lain baik konteks pribadi, sosial, budaya, dan politis orang lain. Ujaran ini dapat ttp tidak terbatas pada aspek identitas personal spt ras, agama dan juga indentitas sosial dan preferensi politik dan oreintasi seksual.","Hatting utterances are utterances that are intended and intended to attack, harm, and slander to others both the personal, social, cultural, and political context.This utterance can not be limited to aspects of personal identity such as race, religion and also social identity and political preferences and sexual oreints.","Hatting utterances are utterances that are intended and intended to attack, harm, and slander to others both the personal, social, cultural, and political context.This utterance can not be limited to aspects of personal identity such as race, religion and also social identity and political preferences and sexual oreints."
R_3OreNGboVKvmUPs,idn,Ujaran kebencian seharusnya dilarang di platform media sosial karena dapat menyebabkan konflik dan kontroversi. Ujaran kebencian juga mempengaruhi mental dan psikologis seseoranga.,Hatings utterances should be prohibited on social media platforms because it can cause conflict and controversy.Hatting utterances also affect a person's mental and psychological.,Hatings utterances should be prohibited on social media platforms because it can cause conflict and controversy.Hatting utterances also affect a person's mental and psychological.
R_1PaW1fNx4rPHNiQ,idn,"Ujaran kebencian adalah kalimat yang datang dari dalam hati atas dasar ketidaksukaan yang dalam. Ujaran kebencian terbagi menjadi dua, ujaran kebencian tanpa pemahaman yang dalam (ujaran kebencian yang dangkal) dan ujaran kebencian yang mengetahui objek yang dibenci namun tidak dapat mentoleransi.","Hatings utterances are sentences that come from the heart on the basis of deep dislike.Hate utterances are divided into two, utterances of hatred without deep understanding (shallow hate speech) and utterances of hatred that know the object that is hated but cannot tolerate.","Hatings utterances are sentences that come from the heart on the basis of deep dislike.Hate utterances are divided into two, utterances of hatred without deep understanding (shallow hate speech) and utterances of hatred that know the object that is hated but cannot tolerate."
R_23fUzn7t7SNzwkl,idn,"Rasa ketidaksukaan yang berlebihan terhadap seseorang atau sekelompok orang, organisasi dan sebagainya.","Excessive dislike of a person or group of people, organizations and so on.","Excessive dislike of a person or group of people, organizations and so on."
R_1doRFeHDX9Psj7s,idn,"Ujaran kebencian adalah perilaku penyerangan dari seseorang terhadap kelompok tertentu seperti jenis kelamin, gender, ras, etnis, orientasi seksual, dll.","Hatting utterances are the behavior of someone's attack on certain groups such as gender, gender, race, ethnicity, sexual orientation, etc.","Hatting utterances are the behavior of someone's attack on certain groups such as gender, gender, race, ethnicity, sexual orientation, etc."
R_1BPJS3S9yxcqg9X,idn,"Ujaran kebencian adalah hal-hal yang berkaitan dengan perkataan tertulis maupun audio visual yang membuat tersinggung,baik secara pribadi,golongan maupun lebih besar lagi sehingga keadaan menjadi gaduh dan membuat masyarakat bergejolak secara negatif.","Hatting utterances are matters relating to written and audio visual words that make it offended, both personally, class and even greater so that the situation becomes noisy and makes people volatile negatively.","Hatting utterances are matters relating to written and audio visual words that make it offended, both personally, class and even greater so that the situation becomes noisy and makes people volatile negatively."
R_Z9y8U0RLBSoCWdz,idn,"Ujaran kebencian menurut saya merujuk kepada kebencian dengan sesuatu yang bersifat personal dan tidak ada kaitannya dengan sebuah topik atau isu tertentu, seseorang boleh membenci sebuah ide atau topik tertentu, namun tidak boleh membenci orang lain atas perbedaan ide atau topik tersebut.","Hatings utterances in my opinion refer to hatred with something that is personal and has nothing to do with a particular topic or issue, one can hate a particular idea or topic, but may not hate others for differences in ideas or topics.","Hatings utterances in my opinion refer to hatred with something that is personal and has nothing to do with a particular topic or issue, one can hate a particular idea or topic, but may not hate others for differences in ideas or topics."
R_2Vex2iwNgR0iWab,idn,"Ujaran kebencian menjadi standar ganda, sebaiknya dibiarkan saja selama tidak menjadi standsr ganda penegakan hukum","Hate speech becomes a double standard, it should be left alone as long as it does not become a double standsr.","Hate speech becomes a double standard, it should be left alone as long as it does not become a double standsr."
R_2xMileD51D8CnIJ,idn,Kata kata kejam yang memberi dampak besar terhadap psikologis orang secara luas dan/atau menggiring orang orang untuk turut membenci sesuatu atau seseorang,Cruel words that have a big impact on the psychological people at large and/or lead people to help hate something or someone,Cruel words that have a big impact on the psychological people at large and/or lead people to help hate something or someone
R_u2CgqvuJ7Hw4Vk5,idn,"Hate speech is self explanatory.

It shows hate towards some other parties.
You can distinguish among: disagreement, dislike, and hate.
Among them, hate is the most excessive and destructive reaction to social media postings.","Hate speech is self explanatory.

It shows hate towards some other parties.
You can distinguish among: disagreement, dislike, and hate.
Among them, hate is the most excessive and destructive reaction to social media postings.","Hate speech is self explanatory.  It shows hate towards some other parties. You can distinguish among: disagreement, dislike, and hate. Among them, hate is the most excessive and destructive reaction to social media postings."
R_2BrIuRooSGVB0dY,idn,"Ujaran kebencian bisa sangat subjective, setiap orang memiliki definisi ujaran kebencian sendiri2. Oleh karena itu harus ada patokan standard dari pembuat kebijakan. 

Tapi menurut saya ujaran kebencian adalah ungkapan orang bodoh yang membuat orang lain tersinggung dan tercederai hatinya.","Hate utterances can be very subjective, everyone has a definition of his own hate speech.Therefore there must be a standard benchmark from policy makers.

But in my opinion the utterance of hatred is an expression of a fool that makes others offended and injured his heart.","Hate utterances can be very subjective, everyone has a definition of his own hate speech.Therefore there must be a standard benchmark from policy makers.  But in my opinion the utterance of hatred is an expression of a fool that makes others offended and injured his heart."
R_2zGFD0VyeFaJYWY,idn,"Ungkapan yang menyingkung dan menyakiti terhadap orng lain, kelompok lain, dan atau etnis lain yg juga dapat menimbulkan konfik.","Expressions that offend and hurt others, other groups, and or other ethnicities that can also cause conflict.","Expressions that offend and hurt others, other groups, and or other ethnicities that can also cause conflict."
R_2TzQIEckpdjlx9r,idn,"Sampai saat ini, belum ada pengertian atau definisi secara hukum mengenai apa yang disebut Hate speech dan pencemaran nama baik dalam bahasa Indonesia. Dalam bahasa Inggris, pencemaran nama baik diartikan sebagai sebagai defamation, libel, dan slander yang jika diterjemahkan ke dalam bahasa Indonesia adalah fitnah (defamation), fitnah lisan (slander), fitnah tertulis (libel). Dalam bahasa Indonesia, belum ada istilah yang sah untuk membedakan ketiga kata tersebut.","Until now, there has been no legal understanding or definition of what is called hate speech and defamation in Indonesian.In English, defamation is interpreted as a defamation, libel, and slander which if translated into Indonesian is defamation, oral slander (slander), written slander (libel).In Indonesian, there is no legal term to distinguish the three words.","Until now, there has been no legal understanding or definition of what is called hate speech and defamation in Indonesian.In English, defamation is interpreted as a defamation, libel, and slander which if translated into Indonesian is defamation, oral slander (slander), written slander (libel).In Indonesian, there is no legal term to distinguish the three words."
R_3CC072ZE739nMj4,idn,Ujaran kebencian ialah suatu pendapat atau gagasan dari kelempok (ataupun perorangan) tertentu yang memojokkan suatu etnis/ras/individu tertentu secara sadar dan disengaja,Hatting utterances are an opinion or idea of a particular loss (or individual) that cornered a particular ethnic/race/individual in a conscious and intentional manner,Hatting utterances are an opinion or idea of a particular loss (or individual) that cornered a particular ethnic/race/individual in a conscious and intentional manner
R_2tij8zUalZatunr,idn,"Ujaran kebencian adalah kalimat yang ditulis dengan serius ditujukan pada kelompok SARA tertentu, disertai ancaman kekerasan, penghinaan, dll. Tapi harus dilihat konteksnya, bukan bagian dari cerita fiksi, atau kata kata candaan antar teman.","Hate utterances are sentences written seriously aimed at certain SARA groups, accompanied by threats of violence, insults, etc.But the context must be seen, not part of fiction, or jokes between friends.","Hate utterances are sentences written seriously aimed at certain SARA groups, accompanied by threats of violence, insults, etc.But the context must be seen, not part of fiction, or jokes between friends."
R_3psYobAoAajRlzt,idn,"Ujaran yang menyingun perasaan dalam bermayarakat.bernegara.dan beragama
 Pelaku ujaran kebencian perlu di BINA
BINASAKAN DARI BUMI INDONESIA","The words of the mood in the mourning of the country.
 The perpetrator
Damn from the land of Indonesia",The words of the mood in the mourning of the country.  The perpetrator Damn from the land of Indonesia
R_23qbb8G2ZIlfiHT,idn,Menghasut dan memojokkan kelompok yang berbeda pendapat dan menyanjung yang sependapat dengan kalimat yang berlebihan.contoh ;,Incite and corner different groups of opinions and flush with excessive sentences. Examples;,Incite and corner different groups of opinions and flush with excessive sentences. Examples;
R_3QKITDPmDHy3sqj,idn,"hate speech (ujaran kebencian) is public speech on the internet that expresses hate or encourages violence towards a person or group based on something such as race, religion, sex, or sexual orientation.","hate speech (ujaran kebencian) is public speech on the internet that expresses hate or encourages violence towards a person or group based on something such as race, religion, sex, or sexual orientation.","hate speech (ujaran kebencian) is public speech on the internet that expresses hate or encourages violence towards a person or group based on something such as race, religion, sex, or sexual orientation."
R_3r1CIe5EHqY163W,idn,"Ujaran yang disampaikan oleh seseorng kepada orng atau kelompok orang yang kita tidak berada di antaranya,  dengan memeberikan pendapat di luar haknya","The words conveyed by the orng or groups of people we are not among them, by giving their opinions beyond their rights","The words conveyed by the orng or groups of people we are not among them, by giving their opinions beyond their rights"
R_XnuwLq1KxPty6QN,idn,menurut saya ujaran yg menimbulkan perbedaan persepsi atas pembacanya. sehingga bs menimbulkan perselisihan,I think the utterances that cause differences in perception of the reader.so BS causes a dispute,I think the utterances that cause differences in perception of the reader.so BS causes a dispute
R_2q1wyM992fhOoYD,idn,"Ujaran kebencian bagi saya adalah peryataan yang mengandung unsur hinaan tanpa dasar, menyerang seseorang atau institusi tertentu secara personal, serta atau tanpa ajakan untuk orang lain agar ikut membenci","Hate speech for me is a statement that contains an element of insult without basis, attacking a person or certain institutions personally, and or without an invitation to others to help hate","Hate speech for me is a statement that contains an element of insult without basis, attacking a person or certain institutions personally, and or without an invitation to others to help hate"
R_12DZFzfkpKriVzN,idn,Kalian semua sama cara berpikirnya sama seperti para wakil rakyar yang kerjanya cuman datang duduk dan lalu tidur.,All of you are the same way of thinking as the representatives of the people who work only come to sit and then sleep.,All of you are the same way of thinking as the representatives of the people who work only come to sit and then sleep.
