ResponseId,country,hate_definition,hate_definition_cleaned
R_2fAHJ3OHqKhEpEf,indeng,Hate speech is getting personal about some one in regards to caste religion gender age or even social status,Hate speech is getting personal about some one in regards to caste religion gender age or even social status
R_1XP80LpIUHxitAR,indeng,Hate speech could be something that has the capability of affecting sentiments of a group of people/individual and brings in a sense of threat. Again a person's sentiments can get hurt for multiple reasons that might not affect others. So graveness of the issue is the matter of concern.,Hate speech could be something that has the capability of affecting sentiments of a group of people/individual and brings in a sense of threat. Again a person's sentiments can get hurt for multiple reasons that might not affect others. So graveness of the issue is the matter of concern.
R_26bBypb7PaLsdRS,indeng,I don't define hate speech as cruelty directed towards another person or persons belonging to a group of similar defining characteristics.,I don't define hate speech as cruelty directed towards another person or persons belonging to a group of similar defining characteristics.
R_1KqGDAs2dgeGiY7,indeng,"To me Hate speech is anything said that humilates the dignity of a person , community or a state on the whole.Bad degrading words which cross the line of decency ,swearing on a public platform is a big No.","To me Hate speech is anything said that humilates the dignity of a person , community or a state on the whole.Bad degrading words which cross the line of decency ,swearing on a public platform is a big No."
R_1LM32saBPpnUjw5,indeng,"A call to committ tangible hurt - physical, economical or social - to a group or person, without cause.

Villanising heroes (eg: villanising soldiers), lionizing  villains (eg: lionising hitler), trivialising deep societal and generational trauma (eg: Holocaust denial).


However, i think only the first type should be criminalized. The second type, however hurtful,  should be allowed, because freedom of speech is immutable.","A call to committ tangible hurt - physical, economical or social - to a group or person, without cause.  Villanising heroes (eg: villanising soldiers), lionizing  villains (eg: lionising hitler), trivialising deep societal and generational trauma (eg: Holocaust denial).   However, i think only the first type should be criminalized. The second type, however hurtful,  should be allowed, because freedom of speech is immutable."
R_OdiDsybblFQyDkZ,indeng,"Social Media has become a hub for hate speech, Noone pays concern about others' personal space. Sometimes these are attended and I believe tackling this is unfathomable.","Social Media has become a hub for hate speech, Noone pays concern about others' personal space. Sometimes these are attended and I believe tackling this is unfathomable."
R_3nvJOa0ChMbefZs,indeng,"1. Threats of death/sexual assault/bodily harm
2. Slurs on race/ethnicity/gender/sexual orientation etc. 
3. Grave insults to faith/nationality etc.",1. Threats of death/sexual assault/bodily harm 2. Slurs on race/ethnicity/gender/sexual orientation etc.  3. Grave insults to faith/nationality etc.
R_WD7Rmi7hmrMZAxX,indeng,Something that threatens your wellbeing and safety such as rape threats or kidnapping threat. Anything else is just a matter of opinion.,Something that threatens your wellbeing and safety such as rape threats or kidnapping threat. Anything else is just a matter of opinion.
R_6id8a9uDq7Gyajf,indeng,"Speech that includes name-calling, attacks a person's religion, body shape, integrity and intelligence and makes death threats","Speech that includes name-calling, attacks a person's religion, body shape, integrity and intelligence and makes death threats"
R_6mzwDQn27knushP,indeng,"I'm a classical liberal and the my views are similar to general Washington, Ben Franklin etc. Hate speech imo is speech that increases the chances of actually physical violence or speech that actually threatens physical violence","I'm a classical liberal and the my views are similar to general Washington, Ben Franklin etc. Hate speech imo is speech that increases the chances of actually physical violence or speech that actually threatens physical violence"
R_2qxdkKKmSBCn6VZ,indeng,"Anything that is racist, body shaming, sexist or hurts another person's basic human rights is ""hate speech""","Anything that is racist, body shaming, sexist or hurts another person's basic human rights is ""hate speech"""
R_2xQa23IQ0RvnSk8,indeng,"Hate speech for me would be any speech, post or  anything that would disturb Religious,Communal,Casteist,Regional Peace.","Hate speech for me would be any speech, post or  anything that would disturb Religious,Communal,Casteist,Regional Peace."
R_R3NTxAY8ppZyTrX,indeng,"Targeting people on the basis of race, ethnicity, religion, social and sexual orientation should constitute hate speech. However what constitutes or doesn't constitute hate speech is a highly debatable issue, open to various kinds of interpretation depending on why and under what circumstances it was made.","Targeting people on the basis of race, ethnicity, religion, social and sexual orientation should constitute hate speech. However what constitutes or doesn't constitute hate speech is a highly debatable issue, open to various kinds of interpretation depending on why and under what circumstances it was made."
R_RCwVKn844gdNlwB,indeng,"One that promotes hatred and repulsion towards specific groups of of people based on their ethnicity, beliefs etc.","One that promotes hatred and repulsion towards specific groups of of people based on their ethnicity, beliefs etc."
R_2YfVZQW18Ohvzyj,indeng,"abusive and bullying behaviour against an individual (or an group of individuals), threatening to do physical harm and/or instigating others to do the same or more","abusive and bullying behaviour against an individual (or an group of individuals), threatening to do physical harm and/or instigating others to do the same or more"
R_1o5U7x1l20v4Bnw,indeng,"When a post instigates violence and can trigger relentless harrassment and trolling, then that is hate speech. 
When the post calls for action to commit violence in the name of ""whatever"" that is hate speech.","When a post instigates violence and can trigger relentless harrassment and trolling, then that is hate speech.  When the post calls for action to commit violence in the name of ""whatever"" that is hate speech."
R_QfA35sDABBiTWvf,indeng,Hate speech is objectively defined lies that target an entire group and prescribe retributive course of action.,Hate speech is objectively defined lies that target an entire group and prescribe retributive course of action.
R_1N7ZS8cggvuibOA,indeng,"Something that attacks an individual on the basis of things such as their political views, religion etc which I happening too much to the people from the right, now that they finally have a voice and have started to speak.","Something that attacks an individual on the basis of things such as their political views, religion etc which I happening too much to the people from the right, now that they finally have a voice and have started to speak."
R_sHkjTjf2CZGcS6l,indeng,"Speech of many facebook right wing pages again people, religion, caste, sex, choice of political parties, personal choices etc","Speech of many facebook right wing pages again people, religion, caste, sex, choice of political parties, personal choices etc"
R_3dP0Ocbu7BEWcmJ,indeng,"Hate speech is more of statement against any kind of group, sex, caste, race or type of people together .","Hate speech is more of statement against any kind of group, sex, caste, race or type of people together ."
R_2dL6uImUuRYGdBV,indeng,"Hate speech is when your views or post is directed at a particular person/race/community/political affiliation with an intention of demeaning or tarnishing the image.
When you infringe on rights of others to prove your right to the same freedom.",Hate speech is when your views or post is directed at a particular person/race/community/political affiliation with an intention of demeaning or tarnishing the image. When you infringe on rights of others to prove your right to the same freedom.
R_2fpKgds2wB1UbKe,indeng,"Think before you opine. U r not just responsible to yourself , but to all around you. U r u and u r the world","Think before you opine. U r not just responsible to yourself , but to all around you. U r u and u r the world"
R_1g09zU3SUtg2e1H,indeng,"Hate speech is something in which a person, caste or religion is described as worthless than the person, caste or religion making the hate speech.","Hate speech is something in which a person, caste or religion is described as worthless than the person, caste or religion making the hate speech."
R_ZvIQpgoeoVI0F9f,indeng,"When something really hateful and which is not true, is said against a group or people should be defined as hate speech. Truth is never hate speech. At times, the mirror needs to be shown.","When something really hateful and which is not true, is said against a group or people should be defined as hate speech. Truth is never hate speech. At times, the mirror needs to be shown."
R_2RVwMv1cO1e8vDI,indeng,"In my opinion many people say most of the things about some races/group of people hateful. But at the end of the day the are just opinions/perspectives which should be allowed to presented. If a person doesn't see/understand things from each perspective before saying something offensive, he/she is just being hateful.","In my opinion many people say most of the things about some races/group of people hateful. But at the end of the day the are just opinions/perspectives which should be allowed to presented. If a person doesn't see/understand things from each perspective before saying something offensive, he/she is just being hateful."
R_WCEidk0IMOLxhiV,indeng,"Demeaning and offensive to individual or group, including threats, oblique or explicit violence, ridicule, gaslighting and crude terms or images being used","Demeaning and offensive to individual or group, including threats, oblique or explicit violence, ridicule, gaslighting and crude terms or images being used"
R_2CfAAv6jjH2Q0VT,indeng,"Offensive, aggressive comments targeted at people because of their religion, caste, gender, origin, location, social
standing, ideology or what they think or believe in.","Offensive, aggressive comments targeted at people because of their religion, caste, gender, origin, location, social standing, ideology or what they think or believe in."
R_27Vys4zm7a9nonz,indeng,"I define hate speech as speech that is directly aimed at supporting the evils of history, wanting to bring harm to the society, and support of harmful people like serial killers, pedophiles, rapists, murderers, terrorists, etc.","I define hate speech as speech that is directly aimed at supporting the evils of history, wanting to bring harm to the society, and support of harmful people like serial killers, pedophiles, rapists, murderers, terrorists, etc."
R_1GNfmq2atp3xG8h,indeng,"Hate speech for me is having a pre determined pov on any subject and disrespecting others who don't agree with same by harrasing to abusing and even death threats. 
For ex- a bjp supporter will hate an opposition, and an opposition will hate bjp supporter despite anything or any reason being talked about.","Hate speech for me is having a pre determined pov on any subject and disrespecting others who don't agree with same by harrasing to abusing and even death threats.  For ex- a bjp supporter will hate an opposition, and an opposition will hate bjp supporter despite anything or any reason being talked about."
R_UsjgScFGCd6zGnv,indeng,"Anything that is offensive to another, that seeks to divide, anything that contributes to spreading fear of the other.","Anything that is offensive to another, that seeks to divide, anything that contributes to spreading fear of the other."
R_1LIFkYWwAajWqj1,indeng,When it is hurtful and demotivating in a unjust manner without proper and fair reason. And in an prejudiced opinion.,When it is hurtful and demotivating in a unjust manner without proper and fair reason. And in an prejudiced opinion.
R_1MRSpUXP1jWrZC4,indeng,"We must respect our social platform,with Togetherness..Lack of tolerance, absences of clear conceptions can generate hate speech..","We must respect our social platform,with Togetherness..Lack of tolerance, absences of clear conceptions can generate hate speech.."
R_3qVZSYzzynk8VEg,indeng,"It is a speech primarily against a group of persons in terms of race, ethnicity, gender, sexual orientation, religious belief and more","It is a speech primarily against a group of persons in terms of race, ethnicity, gender, sexual orientation, religious belief and more"
R_2pMHObPmLCgK92V,indeng," Hate speech, is hurting  the sentiments of others on religion,  caste, language,   race, speaking  against  their  own motherland, constitutes hate speech"," Hate speech, is hurting  the sentiments of others on religion,  caste, language,   race, speaking  against  their  own motherland, constitutes hate speech"
R_4YGGX9tgEunCk6Z,indeng,"Intolerance, derogatory comments and threats/attacks on certain groups, communities, practitioners of other religions and people of different beliefs.","Intolerance, derogatory comments and threats/attacks on certain groups, communities, practitioners of other religions and people of different beliefs."
R_1rwbyq04W2ghgot,indeng,"In computer we have a subject called protocol, and also in java public private protected classes. I am of opinion educational institutions with protocol must be shown live on Tv. Anything against protocol and against public private protected class is an offence. And need moderation.","In computer we have a subject called protocol, and also in java public private protected classes. I am of opinion educational institutions with protocol must be shown live on Tv. Anything against protocol and against public private protected class is an offence. And need moderation."
R_2418QysKM0ujAcc,indeng,Labeling people from a different community or caste as inferior and spouting vicious untrue allegations against them.,Labeling people from a different community or caste as inferior and spouting vicious untrue allegations against them.
R_33l4UukwYFJLjDV,indeng,"Any type of death threats, death wish. Any sexually offensive post or msg. Insulting someone's culture and values is what I think defines hate speech.","Any type of death threats, death wish. Any sexually offensive post or msg. Insulting someone's culture and values is what I think defines hate speech."
R_1OUKdwElJ4a3sVc,indeng,Any speech targeting a particular group of caste ethnicity or political parties or sex minority or not.,Any speech targeting a particular group of caste ethnicity or political parties or sex minority or not.
R_1C7soRawWzEdFEa,indeng,People should be free to speak their minds but they have no right to offend someone without much reason... And those who react to hate speech mindlessly should think carefully cause we don't know how our one word can affect someone's life,People should be free to speak their minds but they have no right to offend someone without much reason... And those who react to hate speech mindlessly should think carefully cause we don't know how our one word can affect someone's life
R_2ah2mDwRNtayDkQ,indeng,Hate speech for me is that is not in your personal intrest. Living in India... Having right to speak does t mean you will use rude language for your perspective.. Speak everything that u like ans dislike but in manners.,Hate speech for me is that is not in your personal intrest. Living in India... Having right to speak does t mean you will use rude language for your perspective.. Speak everything that u like ans dislike but in manners.
R_2uBNKx6NbI0wLet,indeng,Any content is hate speech if it is targeted at a specific community and demeans it in any way (political/religious/race/gender),Any content is hate speech if it is targeted at a specific community and demeans it in any way (political/religious/race/gender)
R_3k7YwOWp0YRVcna,indeng,Personally I don't define hate speech in any way. Just words don't create hate speech. It's the intention of the person that gives the statement and also how other people react to it. So there is no specific way to define hate speech. This is just my opinion.,Personally I don't define hate speech in any way. Just words don't create hate speech. It's the intention of the person that gives the statement and also how other people react to it. So there is no specific way to define hate speech. This is just my opinion.
R_3fd5Off47pIDEkA,indeng,"Threatening or hurting one's religious views and sentiments. 

Vulgar videos, rape videos and saying pitiful things about girls online.","Threatening or hurting one's religious views and sentiments.   Vulgar videos, rape videos and saying pitiful things about girls online."
R_3kh1iRqUR9FBfXF,phleng,"Hate Speech are those that offend, insult, downgrade one's self","Hate Speech are those that offend, insult, downgrade one's self"
R_bOCAt4LCfl5rfYB,phleng,Hate speech defame an individual and degrades his dignity,Hate speech defame an individual and degrades his dignity
R_2eW0i9qoFqM6uDX,phleng,Words that degraded a person causes emotional stress and worst death.,Words that degraded a person causes emotional stress and worst death.
R_1mD7Pd8AJW7SN0T,phleng,express hatred to posts and opinions of others,express hatred to posts and opinions of others
R_31QnVNuBYVCGKYR,phleng,the unnecessary one and doesn't have any points,the unnecessary one and doesn't have any points
R_3sbtKgw2rLIR99U,phleng,Degrading a person reputations and judging them.,Degrading a person reputations and judging them.
R_8uhu8BtOD5NTdQZ,phleng,Personal insults that are not related to issues or views,Personal insults that are not related to issues or views
R_2EB3syL1MQeQo8Q,phleng,Hate speech is deamening  the human dignity of a person.,Hate speech is deamening  the human dignity of a person.
R_AB818kLPfsctW8h,phleng,Defamatory,Defamatory
R_1PbYMzkTUiNmaeb,phleng,To each their own,To each their own
R_3KIPD6bjgaGq9rD,phleng,It's defined in penal code (India). Anything that may urge people/reader to commit violence.,It's defined in penal code (India). Anything that may urge people/reader to commit violence.
R_1IQmVlJyF5y5FCi,phleng,"Saying to public for a genocide against a race, community.","Saying to public for a genocide against a race, community."
R_1PUJmIiuJ8oJuEq,phleng,Offensive,Offensive
R_24p9TBd2kXpjcWx,phleng,Offensive remarks against individuals or groups.,Offensive remarks against individuals or groups.
R_3houMJPen7JSdyP,phleng,"Threats, obscene languages, oppressing","Threats, obscene languages, oppressing"
R_cDdxmgiclVWX6Hn,phleng,it is hate speech if it's offensive,it is hate speech if it's offensive
R_22mgbEqB7y4zpTE,phleng,"Generally hate speech are about someone's community or religion , racism","Generally hate speech are about someone's community or religion , racism"
R_3sv22k7EEYSfLON,phleng,Any speech which is apt enough to incite communal violence is hate speech,Any speech which is apt enough to incite communal violence is hate speech
R_3dW9rYvqQ96kqjp,phleng,racial derogatory slurs.,racial derogatory slurs.
R_5jA5duW8HFcqIdr,phleng,Hate speech contains threathening messages and unnecessary use of curse words,Hate speech contains threathening messages and unnecessary use of curse words
R_1QzsMPAGnhprB3C,phleng,The tone of the message has a hatred tone,The tone of the message has a hatred tone
R_1oHKrqAWiHLSJBt,phleng,Ad hominem,Ad hominem
R_2PgPUOA4JdlGNsI,phleng,😔,😔
R_1mgwQqiEtUOiAog,phleng,Not enough room to tell what's on my mind!,Not enough room to tell what's on my mind!
R_3Mm2N1XU9UmLD4V,phleng,Mjdbdkbd,Mjdbdkbd
R_2QEezETOldfKdXt,phleng,Anything that's hateful towards any group be it minority or majority,Anything that's hateful towards any group be it minority or majority
R_24vn0voB6o5j7Vy,phleng,a message that contains hateful message against oppressed,a message that contains hateful message against oppressed
R_XvrfzdthFzj60FP,phleng,its a part of racism the dignity of the people experience hate speach may suffer truma,its a part of racism the dignity of the people experience hate speach may suffer truma
R_2QlkkEB7pW58Hhf,phleng,Hate speech is where one objectifies about each and everything about the surroundings,Hate speech is where one objectifies about each and everything about the surroundings
R_wYTGgYLsgCvd9U5,phleng,Hate speech to me is when a life is threatened.,Hate speech to me is when a life is threatened.
R_1kH7So4cbGbJtpD,phleng,Hate speech is generally offensive to a greater number of people or groups.,Hate speech is generally offensive to a greater number of people or groups.
R_33wi3lt1XN1dGxI,phleng,Hurtful statements and discrimination against one's believe,Hurtful statements and discrimination against one's believe
R_8ubO8VfNiQEAjyp,phleng,Subjects of hate speeches probably deserve the treatment.,Subjects of hate speeches probably deserve the treatment.
R_dnHh8jpc3L2iymR,phleng,Derogatory remarks,Derogatory remarks
R_12uqXrd50HQEnS2,phleng,"A hate speech is the one where a person is threatened for any consequences, racially abused.","A hate speech is the one where a person is threatened for any consequences, racially abused."
R_0oEaAR9eWmvKJeF,phleng,Where it involves physically hurting the person,Where it involves physically hurting the person
R_3pbrQxzN2ghGnwG,phleng,Anything that is hurtful or humiliating to others including cheap memes and jokes.,Anything that is hurtful or humiliating to others including cheap memes and jokes.
R_2YGriHp3qAN3NI1,phleng,No speech is hate speech,No speech is hate speech
R_3339ZDbt4l60Po0,phleng,"Personal, Racial, Ethnic attacks","Personal, Racial, Ethnic attacks"
R_2eW1I33nwgkM6rQ,phleng,which hurts ones inner feelings,which hurts ones inner feelings
R_3OrgdSQtlWPf5eR,phleng,..........,..........
R_1oBh8LuMd7sIKf4,phleng,Hate speech is a rotten result of a dangerous society.,Hate speech is a rotten result of a dangerous society.
R_2UiajnuvqPo1GdE,phleng,"Something that personally threatens your safety, space  and norms of life.","Something that personally threatens your safety, space  and norms of life."
R_1eKmLdoiRKdKHEB,phleng,"No respect
Intentional and destructive to other's dignity.",No respect Intentional and destructive to other's dignity.
R_1gqJNJj1j5YvEUj,phleng,"Any speech that puts down a person/or people, aggressively and perhaps even offensively.","Any speech that puts down a person/or people, aggressively and perhaps even offensively."
R_263d6KkPon5Dvy1,phleng,"Demeaning, dehumanizing, and dangerous speech towards a particular person or a category of people","Demeaning, dehumanizing, and dangerous speech towards a particular person or a category of people"
R_SMB6wgcQdWv7ExH,phleng,"Discrimination against any group or inbividual, call for violent action,","Discrimination against any group or inbividual, call for violent action,"
R_2pRa6nYJ8L3wB7x,phleng,Be kind to your surrounding.,Be kind to your surrounding.
R_3g0lubJZ1P2AFMn,phleng,"
Not acceptable to humanity", Not acceptable to humanity
R_3njA2y9USwVPcHB,phleng,"Using abusive language, wishing for someone's death, bullying, mentally harassing","Using abusive language, wishing for someone's death, bullying, mentally harassing"
R_24Oh5NcRVPrEhHB,phleng,Hate speech is any derogatory remark made towards an individual or group which does not signify a healthy debate or discussion.,Hate speech is any derogatory remark made towards an individual or group which does not signify a healthy debate or discussion.
R_3CBfJFO0iFry5he,phleng,"Hate speeches is morally and legally affects the particular people's opinions, idealogy, policy, believes, culture and tradition. We are free to express our thoughts and opinions but our expressions should not affect another people's feelings and emotions.","Hate speeches is morally and legally affects the particular people's opinions, idealogy, policy, believes, culture and tradition. We are free to express our thoughts and opinions but our expressions should not affect another people's feelings and emotions."
R_D61UvePxdJNKA4V,phleng,I think hate speech is any kind of remark against anything that is made against someone or some community over views that do not match with your own.,I think hate speech is any kind of remark against anything that is made against someone or some community over views that do not match with your own.
R_31peJTCHQ8fYbna,phleng,You have to be there to see it in the way of the the other day and I have been trying to call you back I have a few more things to do instead of the other way and I have to go to the other email address and password to the laptop and it is a go for,You have to be there to see it in the way of the the other day and I have been trying to call you back I have a few more things to do instead of the other way and I have to go to the other email address and password to the laptop and it is a go for
R_T7Y4ToLsGIUGxfH,phleng,"""Hate speech"" is a highly subjective term. Unfortunately this is just used to define speech one hates.","""Hate speech"" is a highly subjective term. Unfortunately this is just used to define speech one hates."
R_3oHIQNurPbRXwFD,phleng,"Hate speech for me is defined if the statement is defamatory or libelous that meant to destroy the image of anyone, or falsely accuse them of something.

Hare speech also include stereotypical remarks on a group of people that generalize the entirety of their demographic, hurting the reputations of people in it.","Hate speech for me is defined if the statement is defamatory or libelous that meant to destroy the image of anyone, or falsely accuse them of something.  Hare speech also include stereotypical remarks on a group of people that generalize the entirety of their demographic, hurting the reputations of people in it."
R_2y8TXQ1JGv2rrDi,phleng,"Hate on groups of people (e.g. race, sexual orientation, political, etc) specially those that encourage violence.","Hate on groups of people (e.g. race, sexual orientation, political, etc) specially those that encourage violence."
R_3oBbQvcSp5jYSJm,phleng,"Pointing fingers at someone is very simple, but being in that same situation is way more different, I know where the hate coming from, like Eating meat for example, eating or vegetables is totally personal choice, vegans don't have to throw the blame about destroying the planet on meat eaters, because no one have the right to say to someone what to eat, same goes to meat eaters as well, you don't have to shame vegans constantly, some funny meme is okay.","Pointing fingers at someone is very simple, but being in that same situation is way more different, I know where the hate coming from, like Eating meat for example, eating or vegetables is totally personal choice, vegans don't have to throw the blame about destroying the planet on meat eaters, because no one have the right to say to someone what to eat, same goes to meat eaters as well, you don't have to shame vegans constantly, some funny meme is okay."
R_UAvF4Uwc26YPmpP,phleng,"It’s simply hating on a person or a group of people, belief, and faith etc without deeply knowing about the roots and circumstances around a situation during the hour.","It’s simply hating on a person or a group of people, belief, and faith etc without deeply knowing about the roots and circumstances around a situation during the hour."
R_1ff3kF43FM3AhbD,phleng,Hate Speech is when there is offensive and hate language that is used against a particular individual or a group on social media based on a particular subject or an opinion that is shared on the social media platform by an individual or a group.,Hate Speech is when there is offensive and hate language that is used against a particular individual or a group on social media based on a particular subject or an opinion that is shared on the social media platform by an individual or a group.
R_ABByT5KYr3P0jzH,phleng,"A personal insult, especially if 4 letter words are used - not just a political or social disagreement.","A personal insult, especially if 4 letter words are used - not just a political or social disagreement."
R_6rgVR1zTcBMw3aF,phleng,"Hate speech is act where an individual or group is only focus to blindly hurt anyone either physically, mentally or emotionally just because of something they strongly disagree upon. These people who constitutes hate speech to others either felt threatened or has the superiority complex idea that their race, role or what they believe in is always on the top of everything else.","Hate speech is act where an individual or group is only focus to blindly hurt anyone either physically, mentally or emotionally just because of something they strongly disagree upon. These people who constitutes hate speech to others either felt threatened or has the superiority complex idea that their race, role or what they believe in is always on the top of everything else."
R_2zFNnaJMRBBRzMT,phleng,"When the speech put down someone's country, race, religion, their personal choice in life which do not hamper the safety or peace of others or talk about violence.","When the speech put down someone's country, race, religion, their personal choice in life which do not hamper the safety or peace of others or talk about violence."
R_3KwpSOkjCN5xsF4,phleng,As anything that can cause severe mental impact and can cause others to mentally or physically harm the victims,As anything that can cause severe mental impact and can cause others to mentally or physically harm the victims
R_1djo4b9jo1sNpqN,phleng," Hate speech is subjective to each person. It is each persons responsibility to censure anything they find so offensive they become upset. Therefore there is no hate speech, just speech some, usually a small minority are offended by."," Hate speech is subjective to each person. It is each persons responsibility to censure anything they find so offensive they become upset. Therefore there is no hate speech, just speech some, usually a small minority are offended by."
R_O6H8SiL35GPRlO9,phleng,"It's defined by each individual. For me hate is sense less derogatory words, at worse the encouragement of violence on someone or group in a meaningful way such as doxing. Like when USA Democrats encouraged harassment of GOP members and even Supreme Court Justice.","It's defined by each individual. For me hate is sense less derogatory words, at worse the encouragement of violence on someone or group in a meaningful way such as doxing. Like when USA Democrats encouraged harassment of GOP members and even Supreme Court Justice."
R_1N4ky7xOAeXWr7q,phleng,"Hate speech is generally understood to refer to speech, conduct, writing, or expression that offends, threatens, or insults groups, or individuals on the basis of race, religion, sexual orientation, or other characteristics. Hate speech can take many forms, including name-calling, slurs, or other derogatory language or behavior that is intended to demean or intimidate a particular group or individual.

In many countries, hate speech is prohibited by law, and can be punished by fines or imprisonment. However, the definition of hate speech can vary depending on the specific laws and regulations of a particular jurisdiction, and can also be subject to interpretation and debate. Some people argue that hate speech should be protected as free speech under the principle of freedom of expression, while others believe that it should be restricted in order to prevent harm and discrimination.","Hate speech is generally understood to refer to speech, conduct, writing, or expression that offends, threatens, or insults groups, or individuals on the basis of race, religion, sexual orientation, or other characteristics. Hate speech can take many forms, including name-calling, slurs, or other derogatory language or behavior that is intended to demean or intimidate a particular group or individual.  In many countries, hate speech is prohibited by law, and can be punished by fines or imprisonment. However, the definition of hate speech can vary depending on the specific laws and regulations of a particular jurisdiction, and can also be subject to interpretation and debate. Some people argue that hate speech should be protected as free speech under the principle of freedom of expression, while others believe that it should be restricted in order to prevent harm and discrimination."
R_5c0kyseICzIJZ0l,phleng,Selective hate for the majority and normal people. Because people are normalizing weird things these days.,Selective hate for the majority and normal people. Because people are normalizing weird things these days.
R_21dHhURhGZwWLPd,phleng,A hate speech is something that offensive to the society as a whole and can invite violence or instigate a crime.,A hate speech is something that offensive to the society as a whole and can invite violence or instigate a crime.
R_2R2jjF0zQxZwjWH,phleng,"Hate speech is repeated spreading of content that generates an unpopular opinion among previously unaware or unbiased people, who then putatively act against the group/persons content is meant against","Hate speech is repeated spreading of content that generates an unpopular opinion among previously unaware or unbiased people, who then putatively act against the group/persons content is meant against"
R_2q2enU90iMwmqHO,phleng,"Hate speech, in my opinion, is the speech where a person is expressing so violent and unacceptable words on something or someone, being bully to others.","Hate speech, in my opinion, is the speech where a person is expressing so violent and unacceptable words on something or someone, being bully to others."
R_1Qg4FxH0zlxrv6N,phleng,"Hate speech is within you, it's what you believed eversince, maybe it's a trauma or something bad happened in a life of a person that makes him/her hate the world.","Hate speech is within you, it's what you believed eversince, maybe it's a trauma or something bad happened in a life of a person that makes him/her hate the world."
R_1CpCNox0O8p9ZNx,phleng,Ganging up on someone who has a different idea . Attacking someone personally without knowing right or wrong. Not being somewhat understanding .,Ganging up on someone who has a different idea . Attacking someone personally without knowing right or wrong. Not being somewhat understanding .
R_27k8jHnG0lzJkNb,phleng,"For me the way of telling the things matters! The use of words, emojis, gifs etc. Use of country's flag, adult content etc. Could be seen as hate speech.","For me the way of telling the things matters! The use of words, emojis, gifs etc. Use of country's flag, adult content etc. Could be seen as hate speech."
R_T6kIE5c1u16jpyV,phleng,"A plausible threat to cause physical harm.

""I hate gay people."" or ""I hate heterosexual people."" Should never be seen as hate speech. Each of those is an opinion, and it should be equal in offence to ""I hate tomatoes."" Every human should allow another human to hate him without being offended. But threats should NEVER be allowed!","A plausible threat to cause physical harm.  ""I hate gay people."" or ""I hate heterosexual people."" Should never be seen as hate speech. Each of those is an opinion, and it should be equal in offence to ""I hate tomatoes."" Every human should allow another human to hate him without being offended. But threats should NEVER be allowed!"
R_2Cqu1Ta00YRhWfa,phleng,"Hate speech purely downgrade the opinion of the other person-would be his intellect, social status, beliefs and stand on issues different from hiss/her.","Hate speech purely downgrade the opinion of the other person-would be his intellect, social status, beliefs and stand on issues different from hiss/her."
R_3qOw2VUQz9v2aq1,phleng,"Hate speech is generally saying negative things against a person or a group of people just becaise of their race, point of view, or sex, or sexual orientation","Hate speech is generally saying negative things against a person or a group of people just becaise of their race, point of view, or sex, or sexual orientation"
R_3CNUbLdtLPL4YFB,phleng,"Inciting violence or prejudice against people belonging to ethnic groups, skin color, gender, or health condition - in a serious manner that in no way can be construed as humorous, ironic, or satirical.","Inciting violence or prejudice against people belonging to ethnic groups, skin color, gender, or health condition - in a serious manner that in no way can be construed as humorous, ironic, or satirical."
R_qFargRgIAIwlIkx,phleng,"Anything that is directly disrespectful and derogatory to any person's nationality, gender, ethnicity and/or personal preferences, and something that is said with very spiteful intention.","Anything that is directly disrespectful and derogatory to any person's nationality, gender, ethnicity and/or personal preferences, and something that is said with very spiteful intention."
R_3sBOqeAkXwP69c8,phleng,"Hate is a strong word

Either the person has had a bad experience or seen or indirectly was part of a bad experience regarding the subject or just is purely ignorant (has no full knowledge or any knowledge abt the subject) or is blatantly talking stupid without thinking if their day (personally) was bad",Hate is a strong word  Either the person has had a bad experience or seen or indirectly was part of a bad experience regarding the subject or just is purely ignorant (has no full knowledge or any knowledge abt the subject) or is blatantly talking stupid without thinking if their day (personally) was bad
R_2P71FVpRZZ8F7Nv,phleng,"Hate speech, if limited to speech alone is of no consequence, but should it coerce someone to act, or the hate speaker itself ACTUALLY behaves the way he speaks. There should be consequences","Hate speech, if limited to speech alone is of no consequence, but should it coerce someone to act, or the hate speaker itself ACTUALLY behaves the way he speaks. There should be consequences"
R_27eTzMaP7FbFb07,phleng,"Humm, things that belittle a person's ""sexual gender"" religious beliefs ( tho I'm not a believer) political beliefs. Or anything that's aimed at a person or group to deliberately upset them.","Humm, things that belittle a person's ""sexual gender"" religious beliefs ( tho I'm not a believer) political beliefs. Or anything that's aimed at a person or group to deliberately upset them."
R_42TLq1k18IlCUiB,phleng,Hate speech is basically a form of address to an individual or a group of individuals that are offensive and unwelcoming of their sentiments and beliefs and are born out of a place of hate and closed minded attitude with a enormous lack of empathy.,Hate speech is basically a form of address to an individual or a group of individuals that are offensive and unwelcoming of their sentiments and beliefs and are born out of a place of hate and closed minded attitude with a enormous lack of empathy.
R_poYuzWlZ3kCL0IN,phleng,Hate speech are words that instigates offensive opinions regarding the subject matter which eventually leads to quarrels and fights.,Hate speech are words that instigates offensive opinions regarding the subject matter which eventually leads to quarrels and fights.
R_eni8dht274c8ryp,phleng,"Which triggers an individual or a group  in a way that, they resort to some sort of destructive activity, it can be self harm or harming others","Which triggers an individual or a group  in a way that, they resort to some sort of destructive activity, it can be self harm or harming others"
